Causas (lista reducida);Sexo;Provincia de residencia;Total
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Lugo;45
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Madrid;373
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Málaga;163
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Murcia;122
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Navarra;44
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Ourense;31
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Palencia;13
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Palmas, Las;118
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Pontevedra;103
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Rioja, La;29
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Salamanca;30
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Santa Cruz de Tenerife;90
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Segovia;15
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Sevilla;160
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Soria;13
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Tarragona;82
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Teruel;9
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Toledo;49
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Valencia/València;221
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Valladolid;42
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Zamora;17
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Zaragoza;66
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Ceuta;4
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Melilla;4
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Extranjero;27
098 Suicidio y lesiones autoinfligidas;Hombres;Total;2.930
098 Suicidio y lesiones autoinfligidas;Hombres;Albacete;27
098 Suicidio y lesiones autoinfligidas;Hombres;Alicante/Alacant;133
098 Suicidio y lesiones autoinfligidas;Hombres;Almería;43
098 Suicidio y lesiones autoinfligidas;Hombres;Araba/Álava;20
098 Suicidio y lesiones autoinfligidas;Hombres;Asturias;89
098 Suicidio y lesiones autoinfligidas;Hombres;Ávila;15
098 Suicidio y lesiones autoinfligidas;Hombres;Badajoz;51
098 Suicidio y lesiones autoinfligidas;Hombres;Balears, Illes;71
098 Suicidio y lesiones autoinfligidas;Hombres;Barcelona;286
098 Suicidio y lesiones autoinfligidas;Hombres;Bizkaia;75
098 Suicidio y lesiones autoinfligidas;Hombres;Burgos;24
098 Suicidio y lesiones autoinfligidas;Hombres;Cáceres;28
098 Suicidio y lesiones autoinfligidas;Hombres;Cádiz;69
098 Suicidio y lesiones autoinfligidas;Hombres;Cantabria;34
098 Suicidio y lesiones autoinfligidas;Hombres;Castellón/Castelló;38
098 Suicidio y lesiones autoinfligidas;Hombres;Ciudad Real;44
098 Suicidio y lesiones autoinfligidas;Hombres;Córdoba;66
098 Suicidio y lesiones autoinfligidas;Hombres;Coruña, A;89
098 Suicidio y lesiones autoinfligidas;Hombres;Cuenca;20
098 Suicidio y lesiones autoinfligidas;Hombres;Gipuzkoa;40
098 Suicidio y lesiones autoinfligidas;Hombres;Girona;46
098 Suicidio y lesiones autoinfligidas;Hombres;Granada;78
098 Suicidio y lesiones autoinfligidas;Hombres;Guadalajara;14
098 Suicidio y lesiones autoinfligidas;Hombres;Huelva;32
098 Suicidio y lesiones autoinfligidas;Hombres;Huesca;18
098 Suicidio y lesiones autoinfligidas;Hombres;Jaén;53
098 Suicidio y lesiones autoinfligidas;Hombres;León;34
098 Suicidio y lesiones autoinfligidas;Hombres;Lleida;20
098 Suicidio y lesiones autoinfligidas;Hombres;Lugo;33
098 Suicidio y lesiones autoinfligidas;Hombres;Madrid;258
098 Suicidio y lesiones autoinfligidas;Hombres;Málaga;115
098 Suicidio y lesiones autoinfligidas;Hombres;Murcia;101
098 Suicidio y lesiones autoinfligidas;Hombres;Navarra;32
098 Suicidio y lesiones autoinfligidas;Hombres;Ourense;21
098 Suicidio y lesiones autoinfligidas;Hombres;Palencia;8
098 Suicidio y lesiones autoinfligidas;Hombres;Palmas, Las;91
098 Suicidio y lesiones autoinfligidas;Hombres;Pontevedra;76
098 Suicidio y lesiones autoinfligidas;Hombres;Rioja, La;21
098 Suicidio y lesiones autoinfligidas;Hombres;Salamanca;21
098 Suicidio y lesiones autoinfligidas;Hombres;Santa Cruz de Tenerife;68
098 Suicidio y lesiones autoinfligidas;Hombres;Segovia;15
098 Suicidio y lesiones autoinfligidas;Hombres;Sevilla;120
098 Suicidio y lesiones autoinfligidas;Hombres;Soria;13
098 Suicidio y lesiones autoinfligidas;Hombres;Tarragona;62
098 Suicidio y lesiones autoinfligidas;Hombres;Teruel;7
098 Suicidio y lesiones autoinfligidas;Hombres;Toledo;42
098 Suicidio y lesiones autoinfligidas;Hombres;Valencia/València;146
098 Suicidio y lesiones autoinfligidas;Hombres;Valladolid;33
098 Suicidio y lesiones autoinfligidas;Hombres;Zamora;14
098 Suicidio y lesiones autoinfligidas;Hombres;Zaragoza;44
098 Suicidio y lesiones autoinfligidas;Hombres;Ceuta;4
098 Suicidio y lesiones autoinfligidas;Hombres;Melilla;3
098 Suicidio y lesiones autoinfligidas;Hombres;Extranjero;25
098 Suicidio y lesiones autoinfligidas;Mujeres;Total;1.011
098 Suicidio y lesiones autoinfligidas;Mujeres;Albacete;9
098 Suicidio y lesiones autoinfligidas;Mujeres;Alicante/Alacant;37
098 Suicidio y lesiones autoinfligidas;Mujeres;Almería;27
098 Suicidio y lesiones autoinfligidas;Mujeres;Araba/Álava;7
098 Suicidio y lesiones autoinfligidas;Mujeres;Asturias;33
098 Suicidio y lesiones autoinfligidas;Mujeres;Ávila;3
098 Suicidio y lesiones autoinfligidas;Mujeres;Badajoz;10
098 Suicidio y lesiones autoinfligidas;Mujeres;Balears, Illes;16
098 Suicidio y lesiones autoinfligidas;Mujeres;Barcelona;102
098 Suicidio y lesiones autoinfligidas;Mujeres;Bizkaia;22
098 Suicidio y lesiones autoinfligidas;Mujeres;Burgos;7
098 Suicidio y lesiones autoinfligidas;Mujeres;Cáceres;3
098 Suicidio y lesiones autoinfligidas;Mujeres;Cádiz;26
098 Suicidio y lesiones autoinfligidas;Mujeres;Cantabria;12
098 Suicidio y lesiones autoinfligidas;Mujeres;Castellón/Castelló;11
098 Suicidio y lesiones autoinfligidas;Mujeres;Ciudad Real;13
098 Suicidio y lesiones autoinfligidas;Mujeres;Córdoba;18
098 Suicidio y lesiones autoinfligidas;Mujeres;Coruña, A;37
098 Suicidio y lesiones autoinfligidas;Mujeres;Cuenca;2
098 Suicidio y lesiones autoinfligidas;Mujeres;Gipuzkoa;15
098 Suicidio y lesiones autoinfligidas;Mujeres;Girona;16
098 Suicidio y lesiones autoinfligidas;Mujeres;Granada;32
098 Suicidio y lesiones autoinfligidas;Mujeres;Guadalajara;2
098 Suicidio y lesiones autoinfligidas;Mujeres;Huelva;10
098 Suicidio y lesiones autoinfligidas;Mujeres;Huesca;9
098 Suicidio y lesiones autoinfligidas;Mujeres;Jaén;16
098 Suicidio y lesiones autoinfligidas;Mujeres;León;15
098 Suicidio y lesiones autoinfligidas;Mujeres;Lleida;4
098 Suicidio y lesiones autoinfligidas;Mujeres;Lugo;12
098 Suicidio y lesiones autoinfligidas;Mujeres;Madrid;115
098 Suicidio y lesiones autoinfligidas;Mujeres;Málaga;48
098 Suicidio y lesiones autoinfligidas;Mujeres;Murcia;21
098 Suicidio y lesiones autoinfligidas;Mujeres;Navarra;12
098 Suicidio y lesiones autoinfligidas;Mujeres;Ourense;10
098 Suicidio y lesiones autoinfligidas;Mujeres;Palencia;5
098 Suicidio y lesiones autoinfligidas;Mujeres;Palmas, Las;27
098 Suicidio y lesiones autoinfligidas;Mujeres;Pontevedra;27
098 Suicidio y lesiones autoinfligidas;Mujeres;Rioja, La;8
098 Suicidio y lesiones autoinfligidas;Mujeres;Salamanca;9
098 Suicidio y lesiones autoinfligidas;Mujeres;Santa Cruz de Tenerife;22
098 Suicidio y lesiones autoinfligidas;Mujeres;Segovia;0
098 Suicidio y lesiones autoinfligidas;Mujeres;Sevilla;40
098 Suicidio y lesiones autoinfligidas;Mujeres;Soria;0
098 Suicidio y lesiones autoinfligidas;Mujeres;Tarragona;20
098 Suicidio y lesiones autoinfligidas;Mujeres;Teruel;2
098 Suicidio y lesiones autoinfligidas;Mujeres;Toledo;7
098 Suicidio y lesiones autoinfligidas;Mujeres;Valencia/València;75
098 Suicidio y lesiones autoinfligidas;Mujeres;Valladolid;9
098 Suicidio y lesiones autoinfligidas;Mujeres;Zamora;3
098 Suicidio y lesiones autoinfligidas;Mujeres;Zaragoza;22
098 Suicidio y lesiones autoinfligidas;Mujeres;Ceuta;0
098 Suicidio y lesiones autoinfligidas;Mujeres;Melilla;1
098 Suicidio y lesiones autoinfligidas;Mujeres;Extranjero;2
099  Agresiones (Homicidio);Ambos sexos;Total;289
099  Agresiones (Homicidio);Ambos sexos;Albacete;1
099  Agresiones (Homicidio);Ambos sexos;Alicante/Alacant;15
099  Agresiones (Homicidio);Ambos sexos;Almería;5
099  Agresiones (Homicidio);Ambos sexos;Araba/Álava;1
099  Agresiones (Homicidio);Ambos sexos;Asturias;7
099  Agresiones (Homicidio);Ambos sexos;Ávila;1
099  Agresiones (Homicidio);Ambos sexos;Badajoz;2
099  Agresiones (Homicidio);Ambos sexos;Balears, Illes;7
099  Agresiones (Homicidio);Ambos sexos;Barcelona;40
099  Agresiones (Homicidio);Ambos sexos;Bizkaia;8
099  Agresiones (Homicidio);Ambos sexos;Burgos;1
099  Agresiones (Homicidio);Ambos sexos;Cáceres;4
099  Agresiones (Homicidio);Ambos sexos;Cádiz;10
099  Agresiones (Homicidio);Ambos sexos;Cantabria;0
099  Agresiones (Homicidio);Ambos sexos;Castellón/Castelló;5
099  Agresiones (Homicidio);Ambos sexos;Ciudad Real;5
099  Agresiones (Homicidio);Ambos sexos;Córdoba;4
099  Agresiones (Homicidio);Ambos sexos;Coruña, A;6
099  Agresiones (Homicidio);Ambos sexos;Cuenca;0
099  Agresiones (Homicidio);Ambos sexos;Gipuzkoa;2
099  Agresiones (Homicidio);Ambos sexos;Girona;4
099  Agresiones (Homicidio);Ambos sexos;Granada;12
099  Agresiones (Homicidio);Ambos sexos;Guadalajara;1
099  Agresiones (Homicidio);Ambos sexos;Huelva;5
099  Agresiones (Homicidio);Ambos sexos;Huesca;1
099  Agresiones (Homicidio);Ambos sexos;Jaén;7
099  Agresiones (Homicidio);Ambos sexos;León;3
099  Agresiones (Homicidio);Ambos sexos;Lleida;1
099  Agresiones (Homicidio);Ambos sexos;Lugo;2
099  Agresiones (Homicidio);Ambos sexos;Madrid;35
099  Agresiones (Homicidio);Ambos sexos;Málaga;7
099  Agresiones (Homicidio);Ambos sexos;Murcia;10
099  Agresiones (Homicidio);Ambos sexos;Navarra;0
099  Agresiones (Homicidio);Ambos sexos;Ourense;2
099  Agresiones (Homicidio);Ambos sexos;Palencia;1
099  Agresiones (Homicidio);Ambos sexos;Palmas, Las;3
099  Agresiones (Homicidio);Ambos sexos;Pontevedra;6
099  Agresiones (Homicidio);Ambos sexos;Rioja, La;4
099  Agresiones (Homicidio);Ambos sexos;Salamanca;2
099  Agresiones (Homicidio);Ambos sexos;Santa Cruz de Tenerife;6
099  Agresiones (Homicidio);Ambos sexos;Segovia;2
099  Agresiones (Homicidio);Ambos sexos;Sevilla;13
099  Agresiones (Homicidio);Ambos sexos;Soria;0
099  Agresiones (Homicidio);Ambos sexos;Tarragona;2
099  Agresiones (Homicidio);Ambos sexos;Teruel;1
099  Agresiones (Homicidio);Ambos sexos;Toledo;9
099  Agresiones (Homicidio);Ambos sexos;Valencia/València;10
099  Agresiones (Homicidio);Ambos sexos;Valladolid;2
099  Agresiones (Homicidio);Ambos sexos;Zamora;0
099  Agresiones (Homicidio);Ambos sexos;Zaragoza;3
099  Agresiones (Homicidio);Ambos sexos;Ceuta;4
099  Agresiones (Homicidio);Ambos sexos;Melilla;1
099  Agresiones (Homicidio);Ambos sexos;Extranjero;6
099  Agresiones (Homicidio);Hombres;Total;187
099  Agresiones (Homicidio);Hombres;Albacete;0
099  Agresiones (Homicidio);Hombres;Alicante/Alacant;10
099  Agresiones (Homicidio);Hombres;Almería;3
099  Agresiones (Homicidio);Hombres;Araba/Álava;1
099  Agresiones (Homicidio);Hombres;Asturias;5
099  Agresiones (Homicidio);Hombres;Ávila;1
099  Agresiones (Homicidio);Hombres;Badajoz;1
099  Agresiones (Homicidio);Hombres;Balears, Illes;3
099  Agresiones (Homicidio);Hombres;Barcelona;25
099  Agresiones (Homicidio);Hombres;Bizkaia;6
099  Agresiones (Homicidio);Hombres;Burgos;1
099  Agresiones (Homicidio);Hombres;Cáceres;4
099  Agresiones (Homicidio);Hombres;Cádiz;6
099  Agresiones (Homicidio);Hombres;Cantabria;0
099  Agresiones (Homicidio);Hombres;Castellón/Castelló;3
099  Agresiones (Homicidio);Hombres;Ciudad Real;1
099  Agresiones (Homicidio);Hombres;Córdoba;2
099  Agresiones (Homicidio);Hombres;Coruña, A;6
099  Agresiones (Homicidio);Hombres;Cuenca;0
099  Agresiones (Homicidio);Hombres;Gipuzkoa;1
099  Agresiones (Homicidio);Hombres;Girona;1
099  Agresiones (Homicidio);Hombres;Granada;10
099  Agresiones (Homicidio);Hombres;Guadalajara;0
099  Agresiones (Homicidio);Hombres;Huelva;4
099  Agresiones (Homicidio);Hombres;Huesca;1
099  Agresiones (Homicidio);Hombres;Jaén;5
099  Agresiones (Homicidio);Hombres;León;2
099  Agresiones (Homicidio);Hombres;Lleida;1
099  Agresiones (Homicidio);Hombres;Lugo;0
099  Agresiones (Homicidio);Hombres;Madrid;26
099  Agresiones (Homicidio);Hombres;Málaga;7
099  Agresiones (Homicidio);Hombres;Murcia;6
099  Agresiones (Homicidio);Hombres;Navarra;0
099  Agresiones (Homicidio);Hombres;Ourense;2
099  Agresiones (Homicidio);Hombres;Palencia;0
099  Agresiones (Homicidio);Hombres;Palmas, Las;1
099  Agresiones (Homicidio);Hombres;Pontevedra;2
099  Agresiones (Homicidio);Hombres;Rioja, La;1
099  Agresiones (Homicidio);Hombres;Salamanca;2
099  Agresiones (Homicidio);Hombres;Santa Cruz de Tenerife;3
099  Agresiones (Homicidio);Hombres;Segovia;1
099  Agresiones (Homicidio);Hombres;Sevilla;6
099  Agresiones (Homicidio);Hombres;Soria;0
099  Agresiones (Homicidio);Hombres;Tarragona;2
099  Agresiones (Homicidio);Hombres;Teruel;1
099  Agresiones (Homicidio);Hombres;Toledo;5
099  Agresiones (Homicidio);Hombres;Valencia/València;6
099  Agresiones (Homicidio);Hombres;Valladolid;1
099  Agresiones (Homicidio);Hombres;Zamora;0
099  Agresiones (Homicidio);Hombres;Zaragoza;3
099  Agresiones (Homicidio);Hombres;Ceuta;4
099  Agresiones (Homicidio);Hombres;Melilla;0
099  Agresiones (Homicidio);Hombres;Extranjero;5
099  Agresiones (Homicidio);Mujeres;Total;102
099  Agresiones (Homicidio);Mujeres;Albacete;1
099  Agresiones (Homicidio);Mujeres;Alicante/Alacant;5
099  Agresiones (Homicidio);Mujeres;Almería;2
099  Agresiones (Homicidio);Mujeres;Araba/Álava;0
099  Agresiones (Homicidio);Mujeres;Asturias;2
099  Agresiones (Homicidio);Mujeres;Ávila;0
099  Agresiones (Homicidio);Mujeres;Badajoz;1
099  Agresiones (Homicidio);Mujeres;Balears, Illes;4
099  Agresiones (Homicidio);Mujeres;Barcelona;15
099  Agresiones (Homicidio);Mujeres;Bizkaia;2
099  Agresiones (Homicidio);Mujeres;Burgos;0
099  Agresiones (Homicidio);Mujeres;Cáceres;0
099  Agresiones (Homicidio);Mujeres;Cádiz;4
099  Agresiones (Homicidio);Mujeres;Cantabria;0
099  Agresiones (Homicidio);Mujeres;Castellón/Castelló;2
099  Agresiones (Homicidio);Mujeres;Ciudad Real;4
099  Agresiones (Homicidio);Mujeres;Córdoba;2
099  Agresiones (Homicidio);Mujeres;Coruña, A;0
099  Agresiones (Homicidio);Mujeres;Cuenca;0
099  Agresiones (Homicidio);Mujeres;Gipuzkoa;1
099  Agresiones (Homicidio);Mujeres;Girona;3
099  Agresiones (Homicidio);Mujeres;Granada;2
099  Agresiones (Homicidio);Mujeres;Guadalajara;1
099  Agresiones (Homicidio);Mujeres;Huelva;1
099  Agresiones (Homicidio);Mujeres;Huesca;0
099  Agresiones (Homicidio);Mujeres;Jaén;2
099  Agresiones (Homicidio);Mujeres;León;1
099  Agresiones (Homicidio);Mujeres;Lleida;0
099  Agresiones (Homicidio);Mujeres;Lugo;2
099  Agresiones (Homicidio);Mujeres;Madrid;9
099  Agresiones (Homicidio);Mujeres;Málaga;0
099  Agresiones (Homicidio);Mujeres;Murcia;4
099  Agresiones (Homicidio);Mujeres;Navarra;0
099  Agresiones (Homicidio);Mujeres;Ourense;0
099  Agresiones (Homicidio);Mujeres;Palencia;1
099  Agresiones (Homicidio);Mujeres;Palmas, Las;2
099  Agresiones (Homicidio);Mujeres;Pontevedra;4
099  Agresiones (Homicidio);Mujeres;Rioja, La;3
099  Agresiones (Homicidio);Mujeres;Salamanca;0
099  Agresiones (Homicidio);Mujeres;Santa Cruz de Tenerife;3
099  Agresiones (Homicidio);Mujeres;Segovia;1
099  Agresiones (Homicidio);Mujeres;Sevilla;7
099  Agresiones (Homicidio);Mujeres;Soria;0
099  Agresiones (Homicidio);Mujeres;Tarragona;0
099  Agresiones (Homicidio);Mujeres;Teruel;0
099  Agresiones (Homicidio);Mujeres;Toledo;4
099  Agresiones (Homicidio);Mujeres;Valencia/València;4
099  Agresiones (Homicidio);Mujeres;Valladolid;1
099  Agresiones (Homicidio);Mujeres;Zamora;0
099  Agresiones (Homicidio);Mujeres;Zaragoza;0
099  Agresiones (Homicidio);Mujeres;Ceuta;0
099  Agresiones (Homicidio);Mujeres;Melilla;1
099  Agresiones (Homicidio);Mujeres;Extranjero;1
100 Eventos de intención no determinada;Ambos sexos;Total;34
100 Eventos de intención no determinada;Ambos sexos;Albacete;0
100 Eventos de intención no determinada;Ambos sexos;Alicante/Alacant;0
100 Eventos de intención no determinada;Ambos sexos;Almería;1
100 Eventos de intención no determinada;Ambos sexos;Araba/Álava;0
100 Eventos de intención no determinada;Ambos sexos;Asturias;0
100 Eventos de intención no determinada;Ambos sexos;Ávila;0
100 Eventos de intención no determinada;Ambos sexos;Badajoz;1
100 Eventos de intención no determinada;Ambos sexos;Balears, Illes;3
100 Eventos de intención no determinada;Ambos sexos;Barcelona;3
100 Eventos de intención no determinada;Ambos sexos;Bizkaia;0
100 Eventos de intención no determinada;Ambos sexos;Burgos;0
100 Eventos de intención no determinada;Ambos sexos;Cáceres;0
100 Eventos de intención no determinada;Ambos sexos;Cádiz;0
100 Eventos de intención no determinada;Ambos sexos;Cantabria;0
100 Eventos de intención no determinada;Ambos sexos;Castellón/Castelló;0
100 Eventos de intención no determinada;Ambos sexos;Ciudad Real;0
100 Eventos de intención no determinada;Ambos sexos;Córdoba;1
100 Eventos de intención no determinada;Ambos sexos;Coruña, A;1
100 Eventos de intención no determinada;Ambos sexos;Cuenca;1
100 Eventos de intención no determinada;Ambos sexos;Gipuzkoa;0
100 Eventos de intención no determinada;Ambos sexos;Girona;0
100 Eventos de intención no determinada;Ambos sexos;Granada;2
100 Eventos de intención no determinada;Ambos sexos;Guadalajara;0
100 Eventos de intención no determinada;Ambos sexos;Huelva;0
100 Eventos de intención no determinada;Ambos sexos;Huesca;0
100 Eventos de intención no determinada;Ambos sexos;Jaén;0
100 Eventos de intención no determinada;Ambos sexos;León;1
100 Eventos de intención no determinada;Ambos sexos;Lleida;0
100 Eventos de intención no determinada;Ambos sexos;Lugo;0
100 Eventos de intención no determinada;Ambos sexos;Madrid;12
100 Eventos de intención no determinada;Ambos sexos;Málaga;2
100 Eventos de intención no determinada;Ambos sexos;Murcia;1
100 Eventos de intención no determinada;Ambos sexos;Navarra;0
100 Eventos de intención no determinada;Ambos sexos;Ourense;0
100 Eventos de intención no determinada;Ambos sexos;Palencia;0
100 Eventos de intención no determinada;Ambos sexos;Palmas, Las;3
100 Eventos de intención no determinada;Ambos sexos;Pontevedra;0
100 Eventos de intención no determinada;Ambos sexos;Rioja, La;0
100 Eventos de intención no determinada;Ambos sexos;Salamanca;0
100 Eventos de intención no determinada;Ambos sexos;Santa Cruz de Tenerife;1
100 Eventos de intención no determinada;Ambos sexos;Segovia;0
100 Eventos de intención no determinada;Ambos sexos;Sevilla;0
100 Eventos de intención no determinada;Ambos sexos;Soria;0
100 Eventos de intención no determinada;Ambos sexos;Tarragona;0
100 Eventos de intención no determinada;Ambos sexos;Teruel;0
100 Eventos de intención no determinada;Ambos sexos;Toledo;0
100 Eventos de intención no determinada;Ambos sexos;Valencia/València;0
100 Eventos de intención no determinada;Ambos sexos;Valladolid;0
100 Eventos de intención no determinada;Ambos sexos;Zamora;0
100 Eventos de intención no determinada;Ambos sexos;Zaragoza;0
100 Eventos de intención no determinada;Ambos sexos;Ceuta;0
100 Eventos de intención no determinada;Ambos sexos;Melilla;0
100 Eventos de intención no determinada;Ambos sexos;Extranjero;1
100 Eventos de intención no determinada;Hombres;Total;27
100 Eventos de intención no determinada;Hombres;Albacete;0
100 Eventos de intención no determinada;Hombres;Alicante/Alacant;0
100 Eventos de intención no determinada;Hombres;Almería;1
100 Eventos de intención no determinada;Hombres;Araba/Álava;0
100 Eventos de intención no determinada;Hombres;Asturias;0
100 Eventos de intención no determinada;Hombres;Ávila;0
100 Eventos de intención no determinada;Hombres;Badajoz;1
100 Eventos de intención no determinada;Hombres;Balears, Illes;2
100 Eventos de intención no determinada;Hombres;Barcelona;2
100 Eventos de intención no determinada;Hombres;Bizkaia;0
100 Eventos de intención no determinada;Hombres;Burgos;0
100 Eventos de intención no determinada;Hombres;Cáceres;0
100 Eventos de intención no determinada;Hombres;Cádiz;0
100 Eventos de intención no determinada;Hombres;Cantabria;0
100 Eventos de intención no determinada;Hombres;Castellón/Castelló;0
100 Eventos de intención no determinada;Hombres;Ciudad Real;0
100 Eventos de intención no determinada;Hombres;Córdoba;1
100 Eventos de intención no determinada;Hombres;Coruña, A;1
100 Eventos de intención no determinada;Hombres;Cuenca;1
100 Eventos de intención no determinada;Hombres;Gipuzkoa;0
100 Eventos de intención no determinada;Hombres;Girona;0
100 Eventos de intención no determinada;Hombres;Granada;1
100 Eventos de intención no determinada;Hombres;Guadalajara;0
100 Eventos de intención no determinada;Hombres;Huelva;0
100 Eventos de intención no determinada;Hombres;Huesca;0
100 Eventos de intención no determinada;Hombres;Jaén;0
100 Eventos de intención no determinada;Hombres;León;1
100 Eventos de intención no determinada;Hombres;Lleida;0
100 Eventos de intención no determinada;Hombres;Lugo;0
100 Eventos de intención no determinada;Hombres;Madrid;10
100 Eventos de intención no determinada;Hombres;Málaga;1
100 Eventos de intención no determinada;Hombres;Murcia;1
100 Eventos de intención no determinada;Hombres;Navarra;0
100 Eventos de intención no determinada;Hombres;Ourense;0
100 Eventos de intención no determinada;Hombres;Palencia;0
100 Eventos de intención no determinada;Hombres;Palmas, Las;3
100 Eventos de intención no determinada;Hombres;Pontevedra;0
100 Eventos de intención no determinada;Hombres;Rioja, La;0
100 Eventos de intención no determinada;Hombres;Salamanca;0
100 Eventos de intención no determinada;Hombres;Santa Cruz de Tenerife;1
100 Eventos de intención no determinada;Hombres;Segovia;0
100 Eventos de intención no determinada;Hombres;Sevilla;0
100 Eventos de intención no determinada;Hombres;Soria;0
100 Eventos de intención no determinada;Hombres;Tarragona;0
100 Eventos de intención no determinada;Hombres;Teruel;0
100 Eventos de intención no determinada;Hombres;Toledo;0
100 Eventos de intención no determinada;Hombres;Valencia/València;0
100 Eventos de intención no determinada;Hombres;Valladolid;0
100 Eventos de intención no determinada;Hombres;Zamora;0
100 Eventos de intención no determinada;Hombres;Zaragoza;0
100 Eventos de intención no determinada;Hombres;Ceuta;0
100 Eventos de intención no determinada;Hombres;Melilla;0
100 Eventos de intención no determinada;Hombres;Extranjero;0
100 Eventos de intención no determinada;Mujeres;Total;7
100 Eventos de intención no determinada;Mujeres;Albacete;0
100 Eventos de intención no determinada;Mujeres;Alicante/Alacant;0
100 Eventos de intención no determinada;Mujeres;Almería;0
100 Eventos de intención no determinada;Mujeres;Araba/Álava;0
100 Eventos de intención no determinada;Mujeres;Asturias;0
100 Eventos de intención no determinada;Mujeres;Ávila;0
100 Eventos de intención no determinada;Mujeres;Badajoz;0
100 Eventos de intención no determinada;Mujeres;Balears, Illes;1
100 Eventos de intención no determinada;Mujeres;Barcelona;1
100 Eventos de intención no determinada;Mujeres;Bizkaia;0
100 Eventos de intención no determinada;Mujeres;Burgos;0
100 Eventos de intención no determinada;Mujeres;Cáceres;0
100 Eventos de intención no determinada;Mujeres;Cádiz;0
100 Eventos de intención no determinada;Mujeres;Cantabria;0
100 Eventos de intención no determinada;Mujeres;Castellón/Castelló;0
100 Eventos de intención no determinada;Mujeres;Ciudad Real;0
100 Eventos de intención no determinada;Mujeres;Córdoba;0
100 Eventos de intención no determinada;Mujeres;Coruña, A;0
100 Eventos de intención no determinada;Mujeres;Cuenca;0
100 Eventos de intención no determinada;Mujeres;Gipuzkoa;0
100 Eventos de intención no determinada;Mujeres;Girona;0
100 Eventos de intención no determinada;Mujeres;Granada;1
100 Eventos de intención no determinada;Mujeres;Guadalajara;0
100 Eventos de intención no determinada;Mujeres;Huelva;0
100 Eventos de intención no determinada;Mujeres;Huesca;0
100 Eventos de intención no determinada;Mujeres;Jaén;0
100 Eventos de intención no determinada;Mujeres;León;0
100 Eventos de intención no determinada;Mujeres;Lleida;0
100 Eventos de intención no determinada;Mujeres;Lugo;0
100 Eventos de intención no determinada;Mujeres;Madrid;2
100 Eventos de intención no determinada;Mujeres;Málaga;1
100 Eventos de intención no determinada;Mujeres;Murcia;0
100 Eventos de intención no determinada;Mujeres;Navarra;0
100 Eventos de intención no determinada;Mujeres;Ourense;0
100 Eventos de intención no determinada;Mujeres;Palencia;0
100 Eventos de intención no determinada;Mujeres;Palmas, Las;0
100 Eventos de intención no determinada;Mujeres;Pontevedra;0
100 Eventos de intención no determinada;Mujeres;Rioja, La;0
100 Eventos de intención no determinada;Mujeres;Salamanca;0
100 Eventos de intención no determinada;Mujeres;Santa Cruz de Tenerife;0
100 Eventos de intención no determinada;Mujeres;Segovia;0
100 Eventos de intención no determinada;Mujeres;Sevilla;0
100 Eventos de intención no determinada;Mujeres;Soria;0
100 Eventos de intención no determinada;Mujeres;Tarragona;0
100 Eventos de intención no determinada;Mujeres;Teruel;0
100 Eventos de intención no determinada;Mujeres;Toledo;0
100 Eventos de intención no determinada;Mujeres;Valencia/València;0
100 Eventos de intención no determinada;Mujeres;Valladolid;0
100 Eventos de intención no determinada;Mujeres;Zamora;0
100 Eventos de intención no determinada;Mujeres;Zaragoza;0
100 Eventos de intención no determinada;Mujeres;Ceuta;0
100 Eventos de intención no determinada;Mujeres;Melilla;0
100 Eventos de intención no determinada;Mujeres;Extranjero;1
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Total;128
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Albacete;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Alicante/Alacant;8
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Almería;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Araba/Álava;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Asturias;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Ávila;0
