Causas (lista reducida);Sexo;Provincia de residencia;Total
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Badajoz;4
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Balears, Illes;4
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Barcelona;22
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Bizkaia;7
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Burgos;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Cáceres;1
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Cádiz;2
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Cantabria;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Castellón/Castelló;2
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Ciudad Real;2
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Córdoba;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Coruña, A;1
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Cuenca;1
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Gipuzkoa;2
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Girona;1
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Granada;1
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Guadalajara;1
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Huelva;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Huesca;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Jaén;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;León;2
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Lleida;1
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Lugo;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Madrid;22
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Málaga;1
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Murcia;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Navarra;5
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Ourense;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Palencia;1
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Palmas, Las;11
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Pontevedra;1
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Rioja, La;1
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Salamanca;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Santa Cruz de Tenerife;5
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Segovia;1
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Sevilla;1
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Soria;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Tarragona;1
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Teruel;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Toledo;1
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Valencia/València;10
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Valladolid;2
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Zamora;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Zaragoza;2
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Ceuta;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Melilla;0
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Extranjero;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;Total;69
101 Complicaciones de la atención médica y quirúrgica;Hombres;Albacete;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Alicante/Alacant;4
101 Complicaciones de la atención médica y quirúrgica;Hombres;Almería;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Araba/Álava;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Asturias;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Ávila;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Badajoz;2
101 Complicaciones de la atención médica y quirúrgica;Hombres;Balears, Illes;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;Barcelona;12
101 Complicaciones de la atención médica y quirúrgica;Hombres;Bizkaia;4
101 Complicaciones de la atención médica y quirúrgica;Hombres;Burgos;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Cáceres;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;Cádiz;2
101 Complicaciones de la atención médica y quirúrgica;Hombres;Cantabria;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Castellón/Castelló;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;Ciudad Real;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;Córdoba;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Coruña, A;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Cuenca;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Gipuzkoa;2
101 Complicaciones de la atención médica y quirúrgica;Hombres;Girona;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;Granada;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Guadalajara;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Huelva;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Huesca;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Jaén;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;León;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;Lleida;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;Lugo;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Madrid;14
101 Complicaciones de la atención médica y quirúrgica;Hombres;Málaga;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Murcia;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Navarra;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;Ourense;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Palencia;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;Palmas, Las;4
101 Complicaciones de la atención médica y quirúrgica;Hombres;Pontevedra;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Rioja, La;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;Salamanca;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Santa Cruz de Tenerife;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;Segovia;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;Sevilla;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Soria;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Tarragona;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;Teruel;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Toledo;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;Valencia/València;7
101 Complicaciones de la atención médica y quirúrgica;Hombres;Valladolid;2
101 Complicaciones de la atención médica y quirúrgica;Hombres;Zamora;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Zaragoza;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;Ceuta;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Melilla;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Extranjero;1
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Total;59
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Albacete;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Alicante/Alacant;4
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Almería;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Araba/Álava;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Asturias;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Ávila;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Badajoz;2
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Balears, Illes;3
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Barcelona;10
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Bizkaia;3
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Burgos;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Cáceres;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Cádiz;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Cantabria;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Castellón/Castelló;1
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Ciudad Real;1
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Córdoba;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Coruña, A;1
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Cuenca;1
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Gipuzkoa;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Girona;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Granada;1
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Guadalajara;1
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Huelva;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Huesca;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Jaén;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;León;1
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Lleida;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Lugo;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Madrid;8
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Málaga;1
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Murcia;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Navarra;4
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Ourense;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Palencia;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Palmas, Las;7
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Pontevedra;1
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Rioja, La;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Salamanca;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Santa Cruz de Tenerife;4
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Segovia;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Sevilla;1
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Soria;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Tarragona;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Teruel;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Toledo;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Valencia/València;3
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Valladolid;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Zamora;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Zaragoza;1
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Ceuta;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Melilla;0
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Extranjero;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Total;115
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Albacete;3
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Alicante/Alacant;2
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Almería;5
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Araba/Álava;1
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Asturias;7
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Ávila;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Badajoz;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Balears, Illes;2
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Barcelona;4
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Bizkaia;3
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Burgos;3
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Cáceres;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Cádiz;5
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Cantabria;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Castellón/Castelló;1
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Ciudad Real;5
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Córdoba;2
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Coruña, A;4
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Cuenca;5
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Gipuzkoa;2
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Girona;3
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Granada;1
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Guadalajara;2
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Huelva;1
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Huesca;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Jaén;2
102 Otras causas externas y sus efectos tardíos;Ambos sexos;León;2
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Lleida;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Lugo;2
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Madrid;5
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Málaga;5
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Murcia;8
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Navarra;3
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Ourense;3
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Palencia;1
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Palmas, Las;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Pontevedra;11
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Rioja, La;2
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Salamanca;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Santa Cruz de Tenerife;1
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Segovia;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Sevilla;4
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Soria;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Tarragona;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Teruel;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Toledo;3
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Valencia/València;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Valladolid;2
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Zamora;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Zaragoza;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Ceuta;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Melilla;0
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Extranjero;0
102 Otras causas externas y sus efectos tardíos;Hombres;Total;79
102 Otras causas externas y sus efectos tardíos;Hombres;Albacete;1
102 Otras causas externas y sus efectos tardíos;Hombres;Alicante/Alacant;1
102 Otras causas externas y sus efectos tardíos;Hombres;Almería;3
102 Otras causas externas y sus efectos tardíos;Hombres;Araba/Álava;1
102 Otras causas externas y sus efectos tardíos;Hombres;Asturias;6
102 Otras causas externas y sus efectos tardíos;Hombres;Ávila;0
102 Otras causas externas y sus efectos tardíos;Hombres;Badajoz;0
102 Otras causas externas y sus efectos tardíos;Hombres;Balears, Illes;1
102 Otras causas externas y sus efectos tardíos;Hombres;Barcelona;4
102 Otras causas externas y sus efectos tardíos;Hombres;Bizkaia;2
102 Otras causas externas y sus efectos tardíos;Hombres;Burgos;2
102 Otras causas externas y sus efectos tardíos;Hombres;Cáceres;0
102 Otras causas externas y sus efectos tardíos;Hombres;Cádiz;4
102 Otras causas externas y sus efectos tardíos;Hombres;Cantabria;0
102 Otras causas externas y sus efectos tardíos;Hombres;Castellón/Castelló;0
102 Otras causas externas y sus efectos tardíos;Hombres;Ciudad Real;2
102 Otras causas externas y sus efectos tardíos;Hombres;Córdoba;1
102 Otras causas externas y sus efectos tardíos;Hombres;Coruña, A;3
102 Otras causas externas y sus efectos tardíos;Hombres;Cuenca;3
102 Otras causas externas y sus efectos tardíos;Hombres;Gipuzkoa;2
102 Otras causas externas y sus efectos tardíos;Hombres;Girona;2
102 Otras causas externas y sus efectos tardíos;Hombres;Granada;1
102 Otras causas externas y sus efectos tardíos;Hombres;Guadalajara;2
102 Otras causas externas y sus efectos tardíos;Hombres;Huelva;0
102 Otras causas externas y sus efectos tardíos;Hombres;Huesca;0
102 Otras causas externas y sus efectos tardíos;Hombres;Jaén;1
102 Otras causas externas y sus efectos tardíos;Hombres;León;1
